2.966115760803222656e+01,1.645862311124801636e-01,2.717980957031250000e+01,3.060751914978027344e+01,3.295902633666992188e+01,5.779216766357421875e+00,3.921278076171875000e+02,7.564372558593750000e+02,5.365052032470703125e+01,3.559261322021484375e+01,1.052157878875732422e+00,9.609994292259216309e-01,1.450310796499252319e-01,7.433522939682006836e-01,1.855044841766357422e+00,1.710013747215270996e+00,2.205692481994628906e+01,9.624217033386230469e+00,2.654818344116210938e+01,1.921298599243164062e+01,4.586045071482658386e-02,1.969385623931884766e+00,1.158036351203918457e+00,7.346321344375610352e-01,4.346792221069335938e+00,1.060946106910705566e+00,2.551945686340332031e+00,4.869967937469482422e+00,1.522658538818359375e+01,8.249424099922180176e-01,7.572136230468750000e+02,4.093657135963439941e-01,1.045578369140625000e+03,3.384668231010437012e-01,-1.131246643066406250e+02,-7.726260423660278320e-01,1.835300170898437500e+03,1.745254099369049072e-01,-1.126701889038085938e+02,-7.506399154663085938e-01,2.884427978515625000e+03,1.439971178770065308e-01,-1.135451660156250000e+02,-7.369641065597534180e-01,-1.275813198089599609e+01,-5.989151000976562500e-01,1.966027450561523438e+01,4.408004879951477051e-01,2.173073217272758484e-02,1.643569588661193848e+00,-1.822477206587791443e-02,-5.711106657981872559e-01,-5.387573719024658203e+00,1.304509544372558594e+01,-7.572231348603963852e-03,-1.554460730403661728e-03,3.879310369491577148e+00,2.614379167556762695e+00,1.808333396911621094e-01,1.152864694595336914e-01,1.669230759143829346e-01,2.367856800556182861e-01
2.344105911254882812e+01,7.655281573534011841e-02,2.203961563110351562e+01,2.336053085327148438e+01,2.510625839233398438e+01,3.066642761230468750e+00,1.845565032958984375e+02,2.635701599121093750e+02,9.606103515625000000e+01,1.934019622802734375e+02,5.626364946365356445e-01,9.404514431953430176e-01,9.586691856384277344e-02,3.662109076976776123e-01,1.027406692504882812e+00,9.315397739410400391e-01,1.480652046203613281e+01,9.224545478820800781e+00,1.597662830352783203e+01,1.219823646545410156e+01,4.024818539619445801e-02,5.859591364860534668e-01,1.799915671348571777e+00,5.872762799263000488e-01,1.466798901557922363e+00,2.194994449615478516e+00,4.927586555480957031e+00,3.295389890670776367e+00,2.014852523803710938e+01,4.143878221511840820e-01,6.057746582031250000e+02,4.631961286067962646e-01,1.192383666992187500e+03,3.300460278987884521e-01,-1.327878112792968750e+02,-6.415274143218994141e-01,1.683247070312500000e+03,1.685754209756851196e-01,-1.341583099365234375e+02,-6.026333570480346680e-01,2.722590576171875000e+03,1.363353133201599121e-01,-1.344053192138671875e+02,-5.993352532386779785e-01,-1.467678070068359375e+01,-4.633814990520477295e-01,2.111126708984375000e+01,3.620761632919311523e-01,-1.691556349396705627e-02,-1.927179574966430664e+00,-1.633228175342082977e-02,-6.398690342903137207e-01,-8.371294021606445312e+00,1.641114807128906250e+01,-2.571679651737213135e-02,-2.174425404518842697e-03,4.245283126831054688e+00,2.403846263885498047e+00,1.459999978542327881e-01,5.800000205636024475e-02,2.263636291027069092e-01,4.082617759704589844e-01
2.473797416687011719e+01,1.557935774326324463e-01,2.177058410644531250e+01,2.576299476623535156e+01,2.767515182495117188e+01,5.904567718505859375e+00,2.404064178466796875e+02,1.962173461914062500e+02,6.330183792114257812e+01,5.231530380249023438e+01,6.289332509040832520e-01,1.027830362319946289e+00,8.220411837100982666e-02,4.628270268440246582e-01,1.043655276298522949e+00,9.614511728286743164e-01,2.157393455505371094e+01,1.273311233520507812e+01,1.405206298828125000e+01,9.346479415893554688e+00,5.126915499567985535e-02,1.335916519165039062e+00,1.776854038238525391e+00,8.541083335876464844e-01,2.815335035324096680e+00,1.622706890106201172e+00,6.454578399658203125e+00,1.750036120414733887e+00,2.058940124511718750e+01,3.406212925910949707e-01,6.345430908203125000e+02,5.125415325164794922e-01,1.146958007812500000e+03,2.528336644172668457e-01,-1.302277679443359375e+02,-6.490323543548583984e-01,1.721604858398437500e+03,1.728452593088150024e-01,-1.330964508056640625e+02,-5.952878594398498535e-01,2.775651855468750000e+03,1.362608522176742554e-01,-1.324477996826171875e+02,-6.030382513999938965e-01,-1.665967559814453125e+01,-4.739983379840850830e-01,2.357478332519531250e+01,3.803415596485137939e-01,-2.313973754644393921e-02,-1.732061743736267090e+00,-1.694355718791484833e-02,-5.936154127120971680e-01,-9.182400703430175781e+00,1.730949974060058594e+01,-3.447041660547256470e-02,-3.982859663665294647e-03,3.779069900512695312e+00,2.654867410659790039e+00,1.411111056804656982e-01,9.780302643775939941e-02,2.155555486679077148e-01,4.023848176002502441e-01
2.976097869873046875e+01,1.963014006614685059e-01,2.654241943359375000e+01,2.764011573791503906e+01,3.316423797607421875e+01,6.621818542480468750e+00,6.909544372558593750e+01,3.810629272460937500e+01,6.211812591552734375e+01,6.396611785888671875e+01,1.345917344093322754e+00,8.324560523033142090e-01,1.481371521949768066e-01,1.282483458518981934e+00,2.138793706893920898e+00,1.990656614303588867e+00,2.572339057922363281e+01,1.299099826812744141e+01,3.093937492370605469e+01,2.094391822814941406e+01,5.243764445185661316e-02,1.023969531059265137e+00,1.851015090942382812e+00,8.010267019271850586e-01,3.299268245697021484e+00,1.316970825195312500e+00,2.669600725173950195e+00,2.929394960403442383e+00,1.529947090148925781e+01,4.203899800777435303e-01,7.099580078125000000e+02,4.006239473819732666e-01,1.157847290039062500e+03,3.900286257266998291e-01,-9.881528472900390625e+01,-8.958938121795654297e-01,1.786598876953125000e+03,1.513609588146209717e-01,-9.609407043457031250e+01,-8.747052550315856934e-01,2.796609375000000000e+03,1.277967840433120728e-01,-9.577602386474609375e+01,-8.683321475982666016e-01,-1.220231246948242188e+01,-7.498214840888977051e-01,1.793148040771484375e+01,5.996298193931579590e-01,2.702674269676208496e-02,1.146481394767761230e+00,-1.467878185212612152e-02,-5.149867534637451172e-01,-4.737588882446289062e+00,1.082899379730224609e+01,6.852640653960406780e-04,-4.204589407891035080e-03,5.063291549682617188e+00,2.155172586441040039e+00,2.679999768733978271e-01,2.418594658374786377e-01,1.720000058412551880e-01,1.604244410991668701e-01
2.864496803283691406e+01,1.493821293115615845e-01,2.567481231689453125e+01,2.857694244384765625e+01,3.126031684875488281e+01,5.585504531860351562e+00,1.657561492919921875e+02,1.647900085449218750e+02,7.574055480957031250e+01,6.779978942871093750e+01,1.183935284614562988e+00,8.651432394981384277e-01,1.494007110595703125e-01,1.192658543586730957e+00,1.888518214225769043e+00,1.739117503166198730e+00,2.667517852783203125e+01,2.011623191833496094e+01,3.207698059082031250e+01,2.401398468017578125e+01,3.857414424419403076e-02,9.876378774642944336e-01,1.431827664375305176e+00,6.924000978469848633e-01,3.757581949234008789e+00,9.077818989753723145e-01,1.705967783927917480e+00,3.689761400222778320e+00,1.814251899719238281e+01,4.534019529819488525e-01,7.146100463867187500e+02,3.710893988609313965e-01,1.078602783203125000e+03,2.344770580530166626e-01,-1.093295516967773438e+02,-7.931953668594360352e-01,1.847079101562500000e+03,1.844569593667984009e-01,-1.108011398315429688e+02,-7.416445612907409668e-01,2.908281250000000000e+03,1.254948526620864868e-01,-1.109393005371093750e+02,-7.390468120574951172e-01,-1.437822532653808594e+01,-6.302180290222167969e-01,2.080987930297851562e+01,3.879521191120147705e-01,2.321103774011135101e-02,1.372983336448669434e+00,-2.713274396955966949e-02,-5.477747321128845215e-01,-9.041090011596679688e+00,1.688592147827148438e+01,-1.566509157419204712e-02,-5.393207073211669922e-03,4.301075458526611328e+00,3.314917325973510742e+00,1.449999958276748657e-01,1.358614563941955566e-01,1.157142817974090576e-01,1.164789572358131409e-01
2.446368789672851562e+01,8.689217269420623779e-02,2.268875312805175781e+01,2.461617279052734375e+01,2.562659645080566406e+01,2.937843322753906250e+00,9.145075225830078125e+01,7.672856140136718750e+01,4.030736160278320312e+01,1.328563976287841797e+01,9.259176850318908691e-01,7.519816160202026367e-01,1.353659629821777344e-01,9.213271737098693848e-01,1.470144748687744141e+00,1.334778785705566406e+00,1.548042011260986328e+01,8.496205329895019531e+00,1.825662422180175781e+01,9.928461074829101562e+00,1.025895252823829651e-01,1.699732065200805664e+00,1.753860473632812500e+00,7.783757448196411133e-01,3.063674449920654297e+00,1.118482351303100586e+00,5.501304626464843750e+00,2.397387504577636719e+00,1.722333335876464844e+01,8.333974480628967285e-01,7.371766967773437500e+02,4.613152146339416504e-01,8.884581298828125000e+02,3.557668328285217285e-01,-9.488639068603515625e+01,-9.139395952224731445e-01,1.936889404296875000e+03,1.583998203277587891e-01,-9.781227111816406250e+01,-8.407620191574096680e-01,2.907836181640625000e+03,1.455944925546646118e-01,-9.569696044921875000e+01,-8.772601485252380371e-01,-1.424354553222656250e+01,-5.618212223052978516e-01,1.941275596618652344e+01,4.445465803146362305e-01,-1.940981298685073853e-02,-1.389635205268859863e+00,-1.911462470889091492e-02,-6.655013561248779297e-01,-4.521868228912353516e+00,1.196327877044677734e+01,-2.699828892946243286e-02,-3.637080662883818150e-04,5.376344203948974609e+00,2.209944725036621094e+00,2.574999928474426270e-01,9.038112312555313110e-02,1.379999965429306030e-01,9.260668605566024780e-02
2.679408073425292969e+01,1.125635430216789246e-01,2.418927383422851562e+01,2.773281478881835938e+01,2.956312561035156250e+01,5.373851776123046875e+00,3.105518188476562500e+02,4.762118835449218750e+02,1.834957885742187500e+02,2.722334289550781250e+02,1.065702676773071289e+00,7.617021799087524414e-01,2.240850925445556641e-01,9.657248854637145996e-01,1.798984527587890625e+00,1.574899435043334961e+00,2.126317214965820312e+01,1.233319664001464844e+01,2.067624664306640625e+01,1.342724609375000000e+01,4.525995999574661255e-02,1.230546474456787109e+00,1.247090935707092285e+00,5.464981198310852051e-01,4.159311771392822266e+00,7.967072129249572754e-01,5.697911739349365234e+00,2.501495122909545898e+00,1.936540603637695312e+01,3.969291746616363525e-01,6.159064941406250000e+02,4.053852260112762451e-01,1.089720581054687500e+03,2.764515876770019531e-01,-1.062283630371093750e+02,-8.174323439598083496e-01,1.727439453125000000e+03,1.603481471538543701e-01,-1.074212646484375000e+02,-7.587075233459472656e-01,2.804286376953125000e+03,1.317470818758010864e-01,-1.082038650512695312e+02,-7.454192042350769043e-01,-1.229609584808349609e+01,-6.743356585502624512e-01,1.944911193847656250e+01,4.207423627376556396e-01,1.035382784903049469e-02,3.503424406051635742e+00,-1.835196837782859802e-02,-7.767748236656188965e-01,-5.979269981384277344e+00,1.453429126739501953e+01,-1.201885100454092026e-02,-3.007917199283838272e-03,4.838709831237792969e+00,3.867403507232666016e+00,1.299999952316284180e-01,7.928249984979629517e-02,1.057142838835716248e-01,1.045885905623435974e-01
2.944772720336914062e+01,1.124451607465744019e-01,2.735416793823242188e+01,2.914515686035156250e+01,3.227822113037109375e+01,4.924053192138671875e+00,1.349582061767578125e+02,1.184296646118164062e+02,4.579542160034179688e+01,4.217301940917968750e+01,1.478675127029418945e+00,6.447582244873046875e-01,5.789377093315124512e-01,1.411107897758483887e+00,2.273599147796630859e+00,1.694661378860473633e+00,2.645039367675781250e+01,1.794648742675781250e+01,2.332047271728515625e+01,7.038712978363037109e+00,6.070830672979354858e-02,9.153540730476379395e-01,1.727854609489440918e+00,6.870102286338806152e-01,1.548156857490539551e+00,2.239577531814575195e+00,2.899917840957641602e+00,3.085566520690917969e+00,1.259090709686279297e+01,4.953859448432922363e-01,7.344957885742187500e+02,4.452384710311889648e-01,1.011028320312500000e+03,3.268320560455322266e-01,-7.345748138427734375e+01,-1.125978946685791016e+00,1.795770629882812500e+03,1.767046600580215454e-01,-6.855324554443359375e+01,-1.140958905220031738e+00,2.892827636718750000e+03,1.637248545885086060e-01,-6.830114746093750000e+01,-1.147159576416015625e+00,-8.625432014465332031e+00,-5.374172329902648926e-01,1.423437118530273438e+01,3.881676793098449707e-01,4.690147936344146729e-02,7.156041264533996582e-01,-1.314670220017433167e-02,-5.984479784965515137e-01,-4.422420024871826172e+00,1.112578392028808594e+01,7.039910182356834412e-03,-7.342106662690639496e-03,4.945055007934570312e+00,2.259886980056762695e+00,3.100000023841857910e-01,3.029851317405700684e-01,8.799999952316284180e-02,2.925747632980346680e-02
2.139896583557128906e+01,9.307753294706344604e-02,2.030346679687500000e+01,2.201029586791992188e+01,2.271292114257812500e+01,2.409454345703125000e+00,1.558719329833984375e+02,1.031818313598632812e+02,8.771726989746093750e+01,7.317608642578125000e+01,5.865436792373657227e-01,6.330415010452270508e-01,1.688562631607055664e-01,6.096728444099426270e-01,9.083127975463867188e-01,7.394565343856811523e-01,1.119047737121582031e+01,6.150837421417236328e+00,8.394205093383789062e+00,3.860349893569946289e+00,4.608290269970893860e-02,5.270274281501770020e-01,2.191227912902832031e+00,6.056149601936340332e-01,6.381968855857849121e-01,6.456610202789306641e+00,1.085536384582519531e+01,1.325892448425292969e+00,1.913912773132324219e+01,3.316990733146667480e-01,6.950055541992187500e+02,4.404474198818206787e-01,1.035675659179687500e+03,2.728079259395599365e-01,-1.316252899169921875e+02,-6.401895880699157715e-01,1.755434448242187500e+03,1.554168462753295898e-01,-1.337169647216796875e+02,-6.036263704299926758e-01,2.761656005859375000e+03,1.196346059441566467e-01,-1.329372100830078125e+02,-6.145660281181335449e-01,-1.365369129180908203e+01,-4.672241210937500000e-01,1.947786140441894531e+01,4.275147020816802979e-01,-2.085247449576854706e-02,-1.108087301254272461e+00,-1.248088479042053223e-02,-6.186733841896057129e-01,-9.991102814674377441e-01,7.915940284729003906e+00,-1.024105865508317947e-02,-4.693409893661737442e-03,5.769230842590332031e+00,2.649006605148315430e+00,1.349999904632568359e-01,5.172039940953254700e-02,2.175000011920928955e-01,1.921425163745880127e-01
3.016183280944824219e+01,2.421732991933822632e-01,2.801547622680664062e+01,2.919559478759765625e+01,3.066155433654785156e+01,2.646078109741210938e+00,1.691382598876953125e+02,1.938398590087890625e+02,1.066537094116210938e+02,9.288597869873046875e+01,1.297310113906860352e+00,6.413971185684204102e-01,3.107215762138366699e-01,1.467731237411499023e+00,1.885987997055053711e+00,1.575266361236572266e+00,1.896138381958007812e+01,9.665175437927246094e+00,2.150904846191406250e+01,1.374828529357910156e+01,3.862221539020538330e-02,8.964065313339233398e-01,1.565989017486572266e+00,5.126522183418273926e-01,2.202043771743774414e+00,1.583255887031555176e+00,-3.513008654117584229e-01,-1.979833412170410156e+01,1.388416767120361328e+01,7.891005873680114746e-01,5.845490112304687500e+02,4.104025363922119141e-01,1.136125244140625000e+03,2.373020499944686890e-01,-8.225852966308593750e+01,-1.085413455963134766e+00,1.730732055664062500e+03,1.829044371843338013e-01,-8.152225494384765625e+01,-9.712024331092834473e-01,2.756486816406250000e+03,1.365306079387664795e-01,-7.996162414550781250e+01,-9.990649819374084473e-01,-1.023053741455078125e+01,-9.381526708602905273e-01,1.604913139343261719e+01,6.751532554626464844e-01,4.565718770027160645e-02,6.399175524711608887e-01,-1.860030181705951691e-02,-5.209766626358032227e-01,-1.520172059535980225e-01,5.697175979614257812e+00,1.267974078655242920e-02,-2.801304915919899940e-03,4.721030235290527344e+00,3.070175409317016602e+00,2.085714340209960938e-01,1.970807462930679321e-01,9.428571164608001709e-02,7.365112751722335815e-02
